ENTREZID,SYMBOL,GENENAME,T_20171006MN1_B06P1_Run1,T_20171006MN1_C05P1_Run1,T_20171006MN1_C06P1_Run1,T_20171006MN1_D07P1_Run1,T_20171006MN1_F04P1_Run1,T_20171006MN1_F05P1_Run1,T_20171006MN1_G05P1_Run1,T_20171006MN1_G06P1_Run1,T_20171006MN1_H04P1_Run1,T_20171006MN1_H05P1_Run1
92211,CDHR1,cadherin related family member 1,927.5284278,300.2042506,6877.422325,3183.526779,4020.400821,185.8135629,226.7899968,3032.646736,54.42131662,8539.394286
340745,LRIT2,"leucine rich repeat, Ig-like and transmembrane domains 2",4.314085711,0,57.58176724,22.45610237,47.24393827,0,0,18.70721085,0,50.115917
26103,LRIT1,"leucine rich repeat, Ig-like and transmembrane domains 1",0,0,0,0,0,0,0,0,0,0
5995,RGR,retinal G protein coupled receptor,0,0,0,1.497073491,0,0,0,2.771438644,0,0
170425,LINC00858,long intergenic non-protein coding RNA 858,0,0,0,2.994146983,4.666067978,0.852355793,0,0,0,0
54462,CCSER2,coiled-coil serine rich protein 2,2580.542269,2253.914453,1567.303727,1813.704535,1519.388385,2796.579357,2213.157555,1613.67015,2269.515988,1660.984678
100507470,GRID1-AS1,GRID1 antisense RNA 1,0,0,0,0,1.166516994,0,0,0,0,3.579708357
2894,GRID1,glutamate ionotropic receptor delta type subunit 1,29.47958569,3.176764556,7.197720905,35.92976379,34.99550983,120.1821668,18.76882732,78.29314169,36.77115988,8.949270893
442911,MIR346,microRNA 346,0,0,0,0,0,0,0,0.692859661,0,1.789854179
23063,WAPL,WAPL cohesin release factor,4038.70324,4371.228029,5290.324865,4185.068945,4813.632378,4017.152852,4082.219943,4005.4217,4550.798746,3771.222754
94233,OPN4,opsin 4,0,0,0,0,0,1.704711586,6.256275774,11.77861424,14.70846395,0
11155,LDB3,LIM domain binding 3,11.50422856,3.176764556,16.19487204,8.982440948,6.415843469,69.89317502,3.128137887,24.25008814,23.53354232,30.42752104
657,BMPR1A,bone morphogenetic protein receptor type 1A,468.0782996,614.7039416,692.7806371,541.1920671,666.0812038,403.1642901,503.6301998,494.701798,295.6401254,570.963483
79812,MMRN2,multimerin 2,949.0988564,357.3860126,212.3327667,249.2627363,315.542847,2909.942677,1076.079433,816.8815403,1204.623198,366.9201066
6623,SNCG,synuclein gamma,40.26479997,14.2954405,3.598860452,41.16952101,18.08101341,101.4303394,40.66579253,65.12880813,51.47962383,14.31883343
100133190,ADIRF-AS1,ADIRF antisense RNA 1,36.66972854,22.23735189,77.37549973,177.4032087,89.82180857,82.67851192,25.0251031,230.0294075,32.35862069,202.2535222
10974,ADIRF,adipogenesis regulatory factor,0,0,0,0,0,0,0,0,0,0
119385,AGAP11,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 11",37.38874283,19.06058734,75.5760695,92.81855646,47.24393827,53.69841496,25.0251031,67.90024678,30.8877743,98.44197982
643161,FAM25A,family with sequence similarity 25 member A,17.25634284,46.06308606,0,0.748536746,0,0.852355793,4.692206831,0,50.00877743,1.789854179
2746,GLUD1,glutamate dehydrogenase 1,2988.942383,3656.456004,4138.68952,2857.913295,2708.652461,2762.485125,3165.675542,2895.460523,2824.025078,3173.411459
54537,SHLD2,shieldin complex subunit 2,1062.703113,1126.163035,1212.815972,950.641667,1150.769015,1049.249981,1011.952606,1016.425123,917.8081505,927.1444645
728118,NUTM2A,NUT family member 2A,58.2401571,30.17926328,120.5618252,131.7424672,151.6472093,69.89317502,89.15192978,108.7789668,72.07147336,205.8332305
728190,NUTM2A-AS1,NUTM2A antisense RNA 1,153.1500427,95.30293668,210.5333365,164.678084,229.8038479,162.7999565,106.3566882,218.2507932,135.3178683,243.4201683
439994,LINC00863,long intergenic non-protein coding RNA 863,58.2401571,63.53529112,138.5561274,136.2336877,126.5670939,80.97380033,118.8692397,177.3720732,79.42570533,263.1085643
728130,NUTM2D,NUT family member 2D,59.67818567,23.82573417,206.934476,110.7834384,97.40416904,43.47014544,90.71599873,121.9433003,70.60062696,150.347751
9562,MINPP1,multiple inositol-polyphosphate phosphatase 1,596.0628424,651.236734,1081.457566,603.320617,636.918279,542.9506401,584.9617849,669.3024325,526.5630094,762.4778801
9060,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,5805.321338,10108.46482,16916.44356,7480.127699,11349.6271,5380.922121,9540.820556,5729.949397,5411.243887,11225.96541
84896,ATAD1,"ATPase family, AAA domain containing 1",1153.298913,1350.124936,2324.863852,1411.740302,1763.190437,1406.387058,1227.794121,1276.940355,1089.897179,1693.202053
142913,CFL1P1,cofilin 1 pseudogene 1,2.876057141,3.176764556,8.997151131,13.47366142,3.499550983,9.375913722,10.9484826,13.85719322,2.94169279,12.52897925
100144748,KLLN,"killin, p53 regulated DNA replication inhibitor",80.52959994,60.35852657,113.3641043,130.9939305,97.40416904,56.25548233,45.35799936,129.5647566,26.47523511,132.4492092
5728,PTEN,phosphatase and tensin homolog,3215.431883,3019.514711,4995.218308,3272.602652,3335.655346,3749.513133,3311.133953,2824.788838,3850.675862,3447.259148
100507499,NA,NA,70.46339994,54.00499745,116.9629647,89.82440948,78.73989712,76.71202136,46.92206831,24.9429478,57.36300941,96.65212564
55328,RNLS,"renalase, FAD dependent amine oxidase",203.4810427,293.8507214,305.9031385,214.830046,263.6328407,143.1957732,214.2774453,207.8578983,119.138558,255.9491475
142910,LIPJ,lipase family member J,2.157042855,0,0,0,2.916292486,5.114134758,0,4.157157966,0,0
8513,LIPF,"lipase F, gastric type",0,0,0,1.497073491,5.832584972,0,0,2.771438644,0,0
643414,LIPK,lipase family member K,0,0,0,0,0,0,0,0,0,0
643418,LIPN,lipase family member N,41.70282854,0,0,4.491220474,0,40.91307806,51.61427514,0.692859661,423.6037618,0
340654,LIPM,lipase family member M,1.43802857,0,3.598860452,0,1.749775492,0,3.128137887,10.39289492,5.88338558,0
118932,ANKRD22,ankyrin repeat domain 22,1316.515156,5141.593434,723.3709509,820.3962732,1010.203717,613.6961709,2009.828592,1542.998465,2309.22884,352.6012732
57559,STAMBPL1,STAM binding protein like 1,947.6608278,757.6583466,645.9954512,574.8762207,831.726617,850.6510814,603.7306122,794.7100312,870.7410659,465.3620864
100132116,ACTA2-AS1,ACTA2 antisense RNA 1,3.595071426,4.765146834,0,2.245610237,9.915394453,1.704711586,0,1.385719322,0,5.369562536
59,ACTA2,"actin, alpha 2, smooth muscle, aorta",2300.126698,255.7295468,194.3384644,602.5720803,561.0946743,4036.757035,702.2669557,1490.341131,1110.489028,311.4346271
355,FAS,Fas cell surface death receptor,1504.896899,1275.470969,2909.678676,2041.259705,2203.550602,1959.565968,1407.662049,1849.935295,1172.264577,1736.158553
100302740,FAS-AS1,FAS antisense RNA 1,36.66972854,33.35602784,28.79088362,67.36830711,39.07831931,95.46384881,37.53765465,46.42159729,17.65015674,78.75358386
9023,CH25H,cholesterol 25-hydroxylase,67.5873428,6.353529112,0,35.92976379,9.915394453,223.3172177,125.1255155,69.2859661,66.18808778,7.159416714
3988,LIPA,"lipase A, lysosomal acid type",2285.746412,2168.14181,770.1561368,1321.167356,1015.453044,2978.983496,2674.557893,1263.776022,3959.518495,957.5719855
3433,IFIT2,interferon induced protein with tetratricopeptide repeats 2,1113.753128,1173.814503,1416.151588,550.1745081,463.6905053,624.7767962,6331.351083,280.6081627,8408.82884,846.6010265
3437,IFIT3,interferon induced protein with tetratricopeptide repeats 3,1372.59827,2117.313577,161.9487204,321.8708006,264.7993577,975.9473829,6382.965359,212.0150563,5511.261442,227.3114807
100507575,NA,NA,1.43802857,0,3.598860452,0,0,0,18.76882732,4.157157966,19.12100314,0
439996,IFIT1B,interferon induced protein with tetratricopeptide repeats 1B,0.719014285,0,3.598860452,1.497073491,0,0.852355793,7.820344718,1.385719322,5.88338558,1.789854179
3434,IFIT1,interferon induced protein with tetratricopeptide repeats 1,314.9282569,112.7751417,262.716813,169.1693045,108.4860805,488.3998694,2690.198583,200.236442,1441.429467,327.5433147
24138,IFIT5,interferon induced protein with tetratricopeptide repeats 5,860.6600993,1588.382278,559.6228004,695.3906367,604.8390616,882.1882457,1549.992323,529.344781,1485.554859,443.8838363
387700,SLC16A12,solute carrier family 16 member 12,7.190142851,9.530293668,0,13.47366142,25.66337388,24.718318,3.128137887,8.314315932,23.53354232,3.579708357
100507596,NA,NA,0,0,0,0,0,0,0,0,0,0
53354,PANK1,pantothenate kinase 1,785.8826137,600.4085011,2157.516841,1087.623891,2333.617247,513.1181873,908.7240562,993.5607539,432.4288401,1487.368822
406901,MIR107,microRNA 107,0,0,0,0,0.583258497,0,0,0.692859661,0,1.789854179
283011,FLJ37201,tigger transposable element derived 2 pseudogene,10.06619999,0,21.59316271,20.21049213,25.08011538,9.375913722,3.128137887,5.542877288,2.94169279,17.89854179
9585,KIF20B,kinesin family member 20B,1627.848342,1304.06185,435.4621147,708.8642981,1004.954391,1453.266627,1453.020049,759.3741885,694.2394985,524.4272743
643529,LINC00865,long intergenic non-protein coding RNA 865,61.11621424,65.1236734,113.3641043,130.2453937,53.07652325,45.17485703,40.66579253,99.07893152,26.47523511,180.775272
3363,HTR7,5-hydroxytryptamine receptor 7,18.69437141,9.530293668,0,30.69000657,7.582360464,20.45653903,28.15324098,58.20021152,66.18808778,14.31883343
10556,RPP30,ribonuclease P/MRP subunit p30,524.1614139,552.7570328,444.4592659,527.7184057,529.5987155,495.2187157,405.0938564,525.8804827,389.7742947,370.499815
27063,ANKRD1,ankyrin repeat domain 1,2.157042855,1.588382278,3.598860452,3.742683728,3.499550983,0.852355793,0,0.692859661,0,1.789854179
119369,NUDT9P1,nudix hydrolase 9 pseudogene 1,7.909157137,6.353529112,3.598860452,7.485367457,3.499550983,5.966490551,1.564068944,6.92859661,2.94169279,7.159416714
84333,PCGF5,polycomb group ring finger 5,3360.672769,4477.649642,4250.254194,3155.082383,2547.673116,3185.253598,2993.627958,2273.272548,2738.715988,2793.962373
100188947,HECTD2-AS1,HECTD2 antisense RNA 1,0,6.353529112,0,0,0,0,0,0,0,0
143279,HECTD2,HECT domain E3 ubiquitin protein ligase 2,184.067657,131.8357291,134.957267,182.6429659,157.4797942,300.0292391,120.4333087,201.6221614,122.0802508,127.0796467
5507,PPP1R3C,protein phosphatase 1 regulatory subunit 3C,113.6042571,6.353529112,28.79088362,127.2512468,49.57697226,268.4920748,9.384413661,119.1718617,30.8877743,50.115917
100507633,TNKS2-AS1,TNKS2 antisense RNA 1 (head to head),4.314085711,6.353529112,3.598860452,8.982440948,1.166516994,0,17.20475838,0.692859661,5.88338558,3.579708357
80351,TNKS2,tankyrase 2,2596.360584,3156.115586,2731.535083,2506.849561,2107.896209,3075.299701,2727.736238,2407.687322,3599.161129,2094.129389
143282,FGFBP3,fibroblast growth factor binding protein 3,26.60352855,15.88382278,17.99430226,15.71927166,25.66337388,21.30889482,14.07662049,25.63580746,13.23761756,3.579708357
9044,BTAF1,B-TFIID TATA-box binding protein associated factor 1,2608.583827,2703.426637,2445.425677,2837.702803,2240.295888,3731.613661,2449.331966,2720.167029,3315.287774,2273.114807
22849,CPEB3,cytoplasmic polyadenylation element binding protein 3,429.2515282,428.8632151,1056.265543,605.5662272,532.515008,553.1789096,458.2722005,455.2087973,536.8589342,737.4199216
100128302,SDHCP2,succinate dehydrogenase complex subunit C pseudogene 2,39.54578568,68.30043796,43.18632543,20.95902888,50.74348926,31.53716434,48.48613725,38.80014102,44.12539185,41.16664611
54708,05-Mar,membrane associated ring-CH-type finger 5,741.303728,980.0318656,1023.875799,852.5833533,908.7167387,762.8584347,675.6777836,753.8313112,605.9887147,991.5792149
100507674,MARK2P9,microtubule affinity regulating kinase 2 pseudogene 9,1.43802857,0,0,5.988293965,0.583258497,3.409423172,0,0,0,0
3416,IDE,insulin degrading enzyme,3443.359412,3772.40791,2465.21941,2601.165191,2864.38248,3134.964606,3090.600232,2486.673323,3302.050157,1662.774532
3832,KIF11,kinesin family member 11,2162.79497,1250.056853,313.1008594,619.7884254,979.8742753,1149.827965,1526.531289,714.3383105,803.0821317,515.4780034
3087,HHEX,hematopoietically expressed homeobox,320.6803712,227.1386658,68.3783486,70.36245409,75.82360464,516.5276105,308.1215819,85.91459797,198.5642633,50.115917
54536,EXOC6,exocyst complex component 6,1231.67147,1323.122438,987.8871942,888.5131171,873.1379703,1294.728449,1202.769018,954.7606129,1000.175549,853.7604432
340665,CYP26C1,cytochrome P450 family 26 subfamily C member 1,0,0,0,2.994146983,1.166516994,2.557067379,6.256275774,1.385719322,0,0
1592,CYP26A1,cytochrome P450 family 26 subfamily A member 1,8.628171422,0,0,1.497073491,0,0,0,4.157157966,7.354231975,0
26509,MYOF,myoferlin,8333.375565,9212.617213,13474.13353,9525.130088,13492.51882,6216.230798,11760.23439,11018.54719,8354.407524,9729.647315
55165,CEP55,centrosomal protein 55,1072.050299,700.4765846,111.564674,338.338609,496.3529811,748.3683862,1143.334398,357.5155851,489.7918495,238.0506058
338557,FFAR4,free fatty acid receptor 4,251.6549998,994.3273061,406.6712311,300.163235,352.2881323,389.5265974,1227.794121,414.3300773,383.8909091,850.1807348
5950,RBP4,retinol binding protein 4,140.2077856,122.3054354,217.7310574,162.4324738,301.5446431,87.79264667,250.251031,128.8718969,85.30909091,366.9201066
5146,PDE6C,phosphodiesterase 6C,0.719014285,1.588382278,0,1.497073491,4.666067978,4.261778965,0,0.692859661,7.354231975,0
118924,FRA10AC1,FRA10A associated CGG repeat 1,314.9282569,223.9619012,314.9002896,258.993714,275.8812692,261.6732284,220.533721,195.3864244,204.4476489,250.579585
9211,LGI1,leucine rich glioma inactivated 1,2.876057141,0,0,5.23975722,2.333033989,23.01360641,0,1.385719322,0,1.789854179
159371,SLC35G1,solute carrier family 35 member G1,136.6127142,179.4871974,874.5230899,253.7539568,417.613084,238.659622,231.4822036,315.9440054,86.77993731,621.0794
266971,PIPSL,"PIP5K1A and PSMD4-like, pseudogene",1548.75677,2012.480346,1461.137344,1612.34815,1697.865485,1737.953462,2031.725558,1824.299487,2238.628213,1521.376052
51196,PLCE1,phospholipase C epsilon 1,4045.174368,3886.771434,17080.19171,7858.887293,12362.74711,3265.375043,5316.270339,8978.768347,1614.989342,12724.07336
100128054,PLCE1-AS1,PLCE1 antisense RNA 1,18.69437141,7.94191139,102.5675229,17.9648819,78.73989712,12.78533689,10.9484826,18.70721085,11.76677116,112.7608133
64318,NOC3L,NOC3 like DNA replication regulator,706.072028,690.946291,331.0951616,711.1099084,574.5096198,996.4039219,556.8085439,816.8815403,904.5705329,420.615732
23232,TBC1D12,TBC1 domain family member 12,903.0819421,887.9056934,1542.111704,1082.384134,1071.445859,1076.525366,767.9578513,965.8463674,683.9435737,1401.455822
3070,HELLS,"helicase, lymphoid specific",1203.629913,698.8882023,170.9458715,485.8003479,942.5457315,727.9118472,738.2405414,805.1029261,332.4112853,238.0506058
1562,CYP2C18,cytochrome P450 family 2 subfamily C member 18,905.9579993,1040.390392,332.8945918,97.30977693,263.0495822,606.0249688,1112.053019,130.9504759,725.1272727,255.9491475
1557,CYP2C19,cytochrome P450 family 2 subfamily C member 19,101.3810142,57.18176201,26.99145339,1.497073491,39.07831931,106.5444741,173.6116527,8.314315932,69.12978057,42.95650029
1559,CYP2C9,cytochrome P450 family 2 subfamily C member 9,62.55424281,38.12117467,7.197720905,7.485367457,11.08191145,68.18846344,31.28137887,1.385719322,75.01316615,21.47825014
1558,CYP2C8,cytochrome P450 family 2 subfamily C member 8,18.69437141,1.588382278,7.197720905,16.4678084,13.99820393,7.671202136,10.9484826,8.314315932,8.82507837,34.00722939
142827,ACSM6,acyl-CoA synthetase medium chain family member 6,4.314085711,0,16.19487204,5.988293965,19.24753041,6.818846344,23.46103415,11.77861424,1.470846395,10.73912507
9124,PDLIM1,PDZ and LIM domain 1,5302.011339,6475.834548,8340.359098,4792.880782,6941.942634,4904.455233,6187.456741,5600.38464,3644.757367,8911.683955
10580,SORBS1,sorbin and SH3 domain containing 1,434.2846282,203.3129316,1059.864403,785.9635829,969.3756224,1310.070854,269.0198583,763.5313464,194.1517241,1347.760196
5832,ALDH18A1,aldehyde dehydrogenase 18 family member A1,4850.470368,4625.369194,9988.637186,5509.978985,7587.026532,3793.835634,5112.941376,5467.355585,4096.30721,8451.691431
26123,TCTN3,tectonic family member 3,1325.862342,1273.882587,1655.475808,1620.582054,1604.544126,1487.360859,1091.720123,1605.355835,1876.8,1737.948407
953,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,2128.282284,2428.636503,1286.592612,1577.91546,1146.102947,5004.18086,1870.626456,1651.777432,4653.757994,1166.984924
100127889,NA,NA,3.595071426,1.588382278,5.398290679,3.742683728,14.58146243,12.78533689,6.256275774,13.16433356,14.70846395,0
387707,CC2D2B,coiled-coil and C2 domain containing 2B,20.13239998,15.88382278,8.997151131,11.97658793,16.33123792,40.06072227,4.692206831,19.40007051,22.06269593,5.369562536
728558,ENTPD1-AS1,ENTPD1 antisense RNA 1,23.00845712,25.41411645,23.39259294,28.44439633,30.91270035,25.57067379,4.692206831,42.26443932,20.59184953,44.74635446
54619,CCNJ,cyclin J,226.4894998,311.3229265,370.6826266,432.654239,362.7867853,299.1768833,375.3765465,364.4441817,378.0075235,313.2244813
100422892,MIR3157,microRNA 3157,0,0,0,1.497073491,2.333033989,0,0,1.385719322,0,0
9849,ZNF518A,zinc finger protein 518A,2702.774698,3114.817647,5599.826864,2617.633,2993.282608,2089.124048,2463.408586,2109.064808,1745.894671,3255.744751
29760,BLNK,B cell linker,1166.241171,1068.981273,525.4336261,753.0279661,502.7688246,1131.076137,614.6790948,578.5378169,1504.675862,413.4563153
1791,DNTT,DNA nucleotidylexotransferase,0.719014285,0,0,0,0,0,0,0,0,0
93377,OPALIN,oligodendrocytic myelin paranodal and inner loop protein,0,0,0,0,0,0,0,0,0,0
7093,TLL2,tolloid like 2,38.8267714,28.590881,0,26.1987861,11.66516994,56.25548233,21.89696521,18.70721085,82.36739812,14.31883343
56889,TM9SF3,transmembrane 9 superfamily member 3,17994.0515,27682.32634,26466.01977,17265.00004,20397.13291,13023.14416,21082.08529,15759.09299,14955.56614,16187.44119
118788,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1,3123.398055,1931.47285,1776.037633,1087.623891,1465.145345,3246.623215,4459.160558,1379.483585,10487.1348,1512.426781
728658,RPL13AP5,ribosomal protein L13a pseudogene 5,28629.71081,24332.42812,22841.96729,35281.53097,22958.22097,33156.64035,22219.16341,35048.30595,25591.25643,27674.72531
693192,MIR607,microRNA 607,0.719014285,0,3.598860452,1.497073491,0,0,0,0.692859661,0,0
84458,LCOR,ligand dependent nuclear receptor corepressor,3039.273383,6256.637793,9132.108398,4548.857803,5196.83321,2580.933341,5303.757788,4265.936933,2840.204389,6579.503961
26148,NA,NA,1417.89617,1666.21301,3177.793779,1580.909607,2233.296786,1281.943113,2144.338522,1658.013169,1279.636364,2214.049619
6585,SLIT1,slit guidance ligand 1,57.52114281,38.12117467,17.99430226,96.56124019,11.08191145,80.12144454,28.15324098,46.42159729,76.48401254,26.84781268
100505540,SLIT1-AS1,SLIT1 antisense RNA 1,0,0,0,0,0,0,0,0,0,0
84986,ARHGAP19,Rho GTPase activating protein 19,914.5861707,708.418496,793.5487298,609.308911,681.8291832,969.9808924,619.3713016,496.7803769,713.3605016,511.8982951
10023,FRAT1,"FRAT1, WNT signaling pathway regulator",262.4402141,141.3660227,313.1008594,277.7071326,237.9694669,251.4449589,209.5852384,306.9368298,261.8106583,302.4853562
23401,FRAT2,"FRAT2, WNT signaling pathway regulator",915.305185,887.9056934,1862.410284,1223.857579,1360.742074,883.0406015,1087.027916,1168.854248,641.2890282,1648.455698
23223,RRP12,ribosomal RNA processing 12 homolog,1216.57217,843.4309896,592.0125444,2241.867553,847.4745965,2306.474776,1636.016115,2181.122213,2179.794357,918.1951936
5223,PGAM1,phosphoglycerate mutase 1,2751.667669,4004.311723,2429.230805,2161.025585,2605.415707,2973.869362,3619.255535,2009.985877,3597.690282,1872.187471
51013,EXOSC1,exosome component 1,590.3107281,528.9312986,430.0638241,532.9581629,447.3592674,611.9914593,575.5773712,445.508762,731.0106583,508.3185867
84287,ZDHHC16,zinc finger DHHC-type containing 16,1041.132685,905.3778985,800.7464507,854.0804268,936.129888,663.1328069,889.9552289,717.1097491,908.9830721,841.2314639
64210,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component",1609.15397,1432.720815,1545.710564,1500.816175,1469.811413,1458.380762,1451.45598,1357.312076,1391.42069,1702.151324
80019,UBTD1,ubiquitin domain containing 1,89.15777136,55.59337973,10.79658136,62.87708663,37.32854382,190.9276976,81.33158506,41.57157966,217.6852665,19.68839596
26287,ANKRD2,ankyrin repeat domain 2,0,0,0,0.748536746,0,1.704711586,0,0,0,0
112817,HOGA1,4-hydroxy-2-oxoglutarate aldolase 1,2.157042855,3.176764556,3.598860452,2.994146983,1.166516994,1.704711586,0,8.314315932,8.82507837,0
414157,C10orf62,chromosome 10 open reading frame 62,0,0,0,0,0,0,0,2.771438644,0,3.579708357
118812,MORN4,MORN repeat containing 4,63.27325709,28.590881,102.5675229,87.57879924,58.32584972,57.10783813,25.0251031,54.04305356,47.06708464,85.91300057
55361,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,895.172785,692.5346732,856.5287877,1099.600479,983.9570848,1056.068827,1104.232674,1026.818018,1513.50094,1240.368946
60370,AVPI1,arginine vasopressin induced 1,847.7178422,586.1130606,2013.562423,2455.200526,1780.688192,894.9735826,888.3911599,2043.936,907.5122257,2462.83935
83742,MARVELD1,MARVEL domain containing 1,308.4571283,312.9113088,1047.268392,488.0459582,810.7293111,544.6553517,592.7821296,629.1165722,403.0119122,769.6372968
100270710,NA,NA,0,0,0,0,0,0,0,0,0,1.789854179
118813,ZFYVE27,zinc finger FYVE-type containing 27,1361.813056,2184.025632,2915.076966,1520.27813,1825.599096,975.9473829,1482.737358,1632.377361,1128.139185,2595.288559
6425,SFRP5,secreted frizzled related protein 5,5.752114281,0,0,5.23975722,1.166516994,78.41673295,3.128137887,9.007175593,11.76677116,7.159416714
100505561,LINC00866,long intergenic non-protein coding RNA 866,0.719014285,0,1.799430226,0,0,4.261778965,0,0,1.470846395,5.369562536
401647,GOLGA7B,golgin A7 family member B,76.21551423,82.59587846,10.79658136,51.64903545,16.33123792,46.02721282,34.40951676,26.32866712,29.4169279,21.47825014
55118,CRTAC1,cartilage acidic protein 1,19.4133857,3.176764556,0,8.982440948,5.832584972,59.66490551,0,4.157157966,16.17931035,7.159416714
100128300,NA,NA,1.43802857,6.353529112,0,2.994146983,1.166516994,0,4.692206831,0,0,3.579708357
27291,R3HCC1L,R3H domain and coiled-coil containing 1 like,983.6115421,1264.352293,1628.484355,1110.828531,1153.685307,892.4165152,902.4677804,920.8104895,986.9379311,1251.108071
84171,LOXL4,lysyl oxidase like 4,109.2901713,36.5327924,52.18347656,113.0290486,113.1521485,247.18318,65.69089563,203.0078807,76.48401254,96.65212564
84795,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2,144.5218713,103.2448481,250.1208014,194.6195539,95.07113505,86.08793509,154.8428254,121.2504407,144.1429467,352.6012732
100302133,MIR1287,microRNA 1287,0,0,0,0,0,0,0,0,0,0
3257,HPS1,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1",1741.452599,2299.977539,2801.712862,2126.592894,2304.454323,1645.04668,2142.774453,2031.464526,2015.059561,4046.860298
100505606,NA,NA,27.32254284,6.353529112,14.39544181,32.18708006,24.49685688,35.7989433,28.15324098,33.95012339,17.65015674,55.48547954
60495,HPSE2,heparanase 2 (inactive),17.97535713,0,0,13.47366142,29.16292486,123.59159,10.9484826,78.29314169,8.82507837,0
26507,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1,29.47958569,7.94191139,10.79658136,22.45610237,39.07831931,36.6512991,15.64068944,46.42159729,38.24200627,17.89854179
2805,GOT1,glutamic-oxaloacetic transaminase 1,1795.37867,2145.904458,3228.177826,2676.018866,3750.352137,2137.708329,2962.346579,2670.973993,1342.882759,3434.730169
159296,NKX2-3,NK2 homeobox 3,165.3732856,77.83073162,84.57322063,389.2391077,192.4753041,699.784106,208.0211695,577.8449573,94.13416928,121.7100841
81894,SLC25A28,solute carrier family 25 member 28,618.3522852,632.1761467,349.0894639,481.3091275,489.9371377,623.0720846,639.7041979,473.9160081,688.3561129,429.5650029
57089,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7,2439.61547,3673.928209,1381.962414,1503.810322,1785.35426,1778.86654,2982.679475,1883.192559,2556.331035,979.0502357
1355,COX15,cytochrome c oxidase assembly homolog COX15,1845.70967,1799.637121,2452.623398,1628.815959,1877.509103,1565.777592,2012.95673,1527.062693,1628.226959,1943.781638
51076,CUTC,cutC copper transporter,284.0106426,235.0805772,244.7225108,243.2744423,205.306991,349.4658751,217.4055832,214.0936353,316.2319749,182.5651262
1244,ABCC2,ATP binding cassette subfamily C member 2,15.81831427,12.70705822,28.79088362,39.67244752,37.32854382,50.28899178,17.20475838,20.78578983,33.82946709,41.16664611
23268,DNMBP,dynamin binding protein,2193.712584,2624.007523,5763.575015,4261.419693,4171.464772,1880.296879,2629.199894,4168.243721,1264.9279,4011.063214
100188954,DNMBP-AS1,DNMBP antisense RNA 1,24.44648569,34.94441012,98.96866244,55.39171918,73.49057065,17.89947165,45.35799936,45.72873763,11.76677116,136.0289176
1369,CPN1,carboxypeptidase N subunit 1,0,0,0,0,0.583258497,0,0,5.542877288,0,0
10613,ERLIN1,ER lipid raft associated 1,2382.094327,3368.958812,3510.688371,2485.890532,3123.932511,1864.102119,3089.036164,2240.708144,1539.976176,2278.484369
1147,CHUK,conserved helix-loop-helix ubiquitous kinase,1081.397485,1345.35979,1408.953867,1050.945591,1118.106539,1202.674024,1174.615777,1163.311371,1181.089655,1090.021195
55280,CWF19L1,CWF19 like cell cycle control factor 1,800.2628994,921.2617213,527.2330563,626.5252561,587.9245652,777.3484832,797.6751612,532.1162197,763.369279,524.4272743
677800,SNORA12,"small nucleolar RNA, H/ACA box 12",501.871971,354.209248,403.0723707,467.0869293,524.349389,398.9025111,283.0964788,517.5661668,375.0658307,601.391004
282991,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2,581.6825567,716.3604074,541.6284981,468.5840028,458.4411788,716.8312219,555.244475,517.5661668,800.1404389,476.1012115
9033,PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel",5.752114281,0,3.598860452,0.748536746,1.166516994,5.114134758,0,1.385719322,11.76677116,5.369562536
6319,SCD,stearoyl-CoA desaturase,8403.119951,7484.457294,905.1134038,4203.033827,5980.73263,5069.812256,11234.70722,3129.647089,1514.971787,751.738755
90271,OLMALINC,oligodendrocyte maturation-associated long intergenic non-coding RNA,98.50495707,58.77014429,97.16923222,137.7307612,69.99101967,77.56437716,93.84413661,103.9289492,35.30031348,112.7608133
7479,WNT8B,Wnt family member 8B,0,1.588382278,3.598860452,1.497073491,5.249326475,0,0,17.32149153,0,7.159416714
25956,SEC31B,"SEC31 homolog B, COPII coat complex component",171.8444141,63.53529112,394.0752195,297.169088,238.5527254,143.1957732,106.3566882,139.2647919,88.2507837,282.7969602
4714,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,1673.865256,2268.209893,2078.341911,2337.680257,2306.787356,1704.711586,2045.802178,2198.443704,2031.238872,1868.607762
55662,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,1714.84907,1961.652113,2780.119699,1581.658144,2071.734182,1519.750379,1682.938183,1441.148095,1459.079624,2076.230847
5076,PAX2,paired box 2,0,0,0,1.497073491,0,0,0,2.771438644,0,0
